date,y_pred,y_true
2018-12-06,106.23882490158081,109.19
2018-12-07,104.78110927402973,104.82
2018-12-10,103.77707835793495,107.59
2018-12-11,103.8473964726925,108.59
2018-12-12,105.83572550773621,109.08
2018-12-13,106.14901428878308,109.45
2018-12-14,105.90735819995403,106.03
2018-12-17,103.22005089581013,102.89
2018-12-18,100.56429345071317,103.97
2018-12-19,100.67817637979985,103.69
2018-12-20,100.46422065258027,101.51
2018-12-21,98.39508986532688,98.23
2018-12-24,96.55737654030324,94.13
2018-12-26,94.02677252352238,100.56
2018-12-27,96.51890041291713,101.18
2018-12-28,97.39292951285839,100.39
2018-12-31,98.28018919885159,101.57
